channel, wvln, fwhm, comments, src:https://pds-atmospheres.nmsu.edu/data_and_services/atmospheres_data/Cassini/logs/clark-et-al_vims-radiometric-calibration-pds-2018-v2.0-a.pdf
1, 0.350540, 0.007368, Start of VIS channels
2, 0.358950, 0.007368,
3, 0.366290, 0.007368,
4, 0.373220, 0.007368,
5, 0.379490, 0.007368,
6, 0.387900, 0.007368,
7, 0.395180, 0.007368,
8, 0.402520, 0.007368,
9, 0.409550, 0.007368,
10, 0.417310, 0.007368,
11, 0.424360, 0.007368,
12, 0.431840, 0.007368,
13, 0.439190, 0.007368,
14, 0.446520, 0.007368,
15, 0.453720, 0.007368,
16, 0.461630, 0.007368,
17, 0.468410, 0.007368,
18, 0.476220, 0.007368,
19, 0.486290, 0.007368,
20, 0.489670, 0.007368,
21, 0.497770, 0.007368,
22, 0.506280, 0.007368,
23, 0.512220, 0.007368,
24, 0.519630, 0.007368,
25, 0.527660, 0.007368,
26, 0.534160, 0.007368,
27, 0.541560, 0.007368,
28, 0.549540, 0.007368,
29, 0.556140, 0.007368,
30, 0.563530, 0.007368,
31, 0.571310, 0.007368,
32, 0.578100, 0.007368,
33, 0.585480, 0.007368,
34, 0.593120, 0.007368,
35, 0.599380, 0.007368,
36, 0.607570, 0.007368,
37, 0.615050, 0.007368,
38, 0.622070, 0.007368,
39, 0.629400, 0.007368,
40, 0.637040, 0.007368,
41, 0.644080, 0.007368,
42, 0.651420, 0.007368,
43, 0.659100, 0.007368,
44, 0.666090, 0.007368,
45, 0.673420, 0.007368,
46, 0.681020, 0.007368,
47, 0.688030, 0.007368,
48, 0.695350, 0.007368,
49, 0.702880, 0.007368,
50, 0.710000, 0.007368,
51, 0.717330, 0.007368,
52, 0.724840, 0.007368,
53, 0.731980, 0.007368,
54, 0.739300, 0.007368,
55, 0.746760, 0.007368,
56, 0.753960, 0.007368,
57, 0.761280, 0.007368,
58, 0.768740, 0.007368,
59, 0.775950, 0.007368,
60, 0.783280, 0.007368,
61, 0.790720, 0.007368,
62, 0.797930, 0.007368,
63, 0.805220, 0.007368,
64, 0.812620, 0.007368,
65, 0.819890, 0.007368,
66, 0.827210, 0.007368,
67, 0.834630, 0.007368,
68, 0.841900, 0.007368,
69, 0.849220, 0.007368,
70, 0.856630, 0.007368,
71, 0.863910, 0.007368,
72, 0.871220, 0.007368,
73, 0.878630, 0.007368,
74, 0.885890, 0.007368,
75, 0.893860, 0.007368,
76, 0.900320, 0.007368,
77, 0.907870, 0.007368,
78, 0.915180, 0.007368,
79, 0.922540, 0.007368,
80, 0.929830, 0.007368,
81, 0.937130, 0.007368,
82, 0.944450, 0.007368,
83, 0.951770, 0.007368,
84, 0.959070, 0.007368,
85, 0.966380, 0.007368,
86, 0.973820, 0.007368,
87, 0.981000, 0.007368,
88, 0.988830, 0.007368,
89, 0.995880, 0.007368,
90, 1.002950, 0.007368,
91, 1.010050, 0.007368,
92, 1.016950, 0.007368,
93, 1.024710, 0.007368,
